sample_id,image_path,parchment_tone,ink_family,stroke_width_px,scan_gain,difficulty_tier,visual_variant,degradation_label,edge_bleed_score,reverse_showthrough_score,pigment_loss_score
raw_ms_01917,images/raw_ms_01917.png,neutral,sepia,5,0.861,medium,foxed_noise,bleed_through,0.0,0.794,0.013
raw_ms_01918,images/raw_ms_01918.png,neutral,iron_gall,6,0.996,hard,standard,stable_ink,0.0,0.077,0.077
raw_ms_01919,images/raw_ms_01919.png,warm,sepia,8,0.983,easy,standard,feathering,1.098,0.0,0.0
raw_ms_01920,images/raw_ms_01920.png,neutral,sepia,4,1.034,medium,low_contrast,abrasion,0.024,0.0,0.563
raw_ms_01921,images/raw_ms_01921.png,foxed,sepia,5,0.942,hard,low_contrast,stable_ink,0.089,0.089,0.0
raw_ms_01922,images/raw_ms_01922.png,foxed,mixed,7,1.096,easy,low_contrast,salt_bloom,0.0,0.0,0.352
raw_ms_01923,images/raw_ms_01923.png,neutral,iron_gall,4,1.102,medium,scanner_jitter,abrasion,0.0,0.025,0.88
raw_ms_01924,images/raw_ms_01924.png,neutral,sepia,7,0.922,medium,low_contrast,bleed_through,0.0,0.714,0.032
raw_ms_01925,images/raw_ms_01925.png,warm,sepia,7,1.043,medium,foxed_noise,bleed_through,0.0,0.868,0.013
raw_ms_01926,images/raw_ms_01926.png,warm,mixed,7,1.088,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01927,images/raw_ms_01927.png,cool,iron_gall,5,1.065,easy,standard,salt_bloom,0.0,0.0,0.391
raw_ms_01928,images/raw_ms_01928.png,warm,iron_gall,7,1.032,medium,scanner_jitter,abrasion,0.025,0.0,0.56
raw_ms_01929,images/raw_ms_01929.png,warm,carbon,7,1.02,easy,standard,feathering,1.107,0.0,0.0
raw_ms_01930,images/raw_ms_01930.png,warm,carbon,9,0.921,medium,standard,stable_ink,0.0,0.035,0.0
raw_ms_01931,images/raw_ms_01931.png,cool,mixed,6,1.113,hard,scanner_jitter,bleed_through,0.0,0.271,0.048
raw_ms_01932,images/raw_ms_01932.png,neutral,iron_gall,8,0.962,medium,foxed_noise,abrasion,0.0,0.037,0.49
raw_ms_01933,images/raw_ms_01933.png,neutral,carbon,7,1.065,easy,standard,feathering,0.863,0.0,0.0
raw_ms_01934,images/raw_ms_01934.png,cool,iron_gall,5,1.054,medium,standard,stable_ink,0.0,0.0,0.034
raw_ms_01935,images/raw_ms_01935.png,warm,sepia,9,0.942,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01936,images/raw_ms_01936.png,neutral,carbon,8,0.863,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01937,images/raw_ms_01937.png,foxed,iron_gall,6,0.905,easy,standard,salt_bloom,0.0,0.0,0.326
raw_ms_01938,images/raw_ms_01938.png,neutral,sepia,5,0.98,hard,standard,salt_bloom,0.089,0.0,0.193
raw_ms_01939,images/raw_ms_01939.png,foxed,iron_gall,5,0.985,medium,standard,salt_bloom,0.0,0.0,0.179
raw_ms_01940,images/raw_ms_01940.png,warm,iron_gall,5,0.93,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01941,images/raw_ms_01941.png,foxed,iron_gall,4,0.863,hard,scanner_jitter,feathering,0.359,0.087,0.05
raw_ms_01942,images/raw_ms_01942.png,neutral,carbon,6,1.02,medium,standard,abrasion,0.0,0.0,0.506
raw_ms_01943,images/raw_ms_01943.png,cool,carbon,8,1.074,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01944,images/raw_ms_01944.png,warm,iron_gall,9,0.929,medium,low_contrast,stable_ink,0.041,0.0,0.0
raw_ms_01945,images/raw_ms_01945.png,neutral,iron_gall,4,1.132,hard,low_contrast,feathering,0.532,0.073,0.073
raw_ms_01946,images/raw_ms_01946.png,foxed,iron_gall,4,1.044,hard,low_contrast,stable_ink,0.0,0.048,0.048
raw_ms_01947,images/raw_ms_01947.png,warm,iron_gall,4,0.866,hard,standard,stable_ink,0.0,0.0,0.091
raw_ms_01948,images/raw_ms_01948.png,warm,carbon,7,0.95,hard,scanner_jitter,stable_ink,0.065,0.0,0.037
raw_ms_01949,images/raw_ms_01949.png,foxed,sepia,8,1.054,medium,scanner_jitter,bleed_through,0.0,0.606,0.022
raw_ms_01950,images/raw_ms_01950.png,foxed,iron_gall,6,0.974,hard,scanner_jitter,stable_ink,0.0,0.0,0.076
raw_ms_01951,images/raw_ms_01951.png,foxed,sepia,7,0.872,medium,low_contrast,stable_ink,0.0,0.0,0.016
raw_ms_01952,images/raw_ms_01952.png,neutral,carbon,6,0.964,hard,scanner_jitter,salt_bloom,0.066,0.0,0.095
raw_ms_01953,images/raw_ms_01953.png,warm,mixed,6,1.128,hard,scanner_jitter,feathering,0.348,0.0,0.067
raw_ms_01954,images/raw_ms_01954.png,foxed,mixed,6,0.881,hard,mixed_artifact,salt_bloom,0.0,0.057,0.141
raw_ms_01955,images/raw_ms_01955.png,cool,sepia,5,0.921,hard,low_contrast,abrasion,0.0,0.052,0.535
raw_ms_01956,images/raw_ms_01956.png,warm,sepia,7,0.902,hard,standard,stable_ink,0.082,0.0,0.082
raw_ms_01957,images/raw_ms_01957.png,cool,iron_gall,9,0.862,medium,standard,salt_bloom,0.0,0.0,0.263
raw_ms_01958,images/raw_ms_01958.png,neutral,iron_gall,4,1.145,hard,mixed_artifact,abrasion,0.086,0.0,0.54
raw_ms_01959,images/raw_ms_01959.png,neutral,sepia,5,1.126,medium,standard,feathering,0.764,0.03,0.0
raw_ms_01960,images/raw_ms_01960.png,neutral,iron_gall,4,0.911,hard,low_contrast,stable_ink,0.077,0.0,0.077
raw_ms_01961,images/raw_ms_01961.png,cool,sepia,6,0.986,medium,mixed_artifact,feathering,0.722,0.037,0.0
raw_ms_01962,images/raw_ms_01962.png,foxed,mixed,6,1.082,medium,foxed_noise,feathering,0.764,0.0,0.023
raw_ms_01963,images/raw_ms_01963.png,cool,carbon,9,1.039,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01964,images/raw_ms_01964.png,warm,iron_gall,6,0.883,easy,standard,abrasion,0.0,0.0,1.052
raw_ms_01965,images/raw_ms_01965.png,neutral,carbon,6,0.882,medium,foxed_noise,feathering,0.513,0.0,0.037
raw_ms_01966,images/raw_ms_01966.png,neutral,iron_gall,8,0.864,easy,standard,bleed_through,0.0,1.073,0.0
raw_ms_01967,images/raw_ms_01967.png,foxed,iron_gall,9,0.992,easy,standard,salt_bloom,0.0,0.0,0.367
raw_ms_01968,images/raw_ms_01968.png,cool,iron_gall,5,1.0,medium,low_contrast,abrasion,0.0,0.0,0.623
raw_ms_01969,images/raw_ms_01969.png,cool,iron_gall,8,0.978,easy,standard,bleed_through,0.0,0.888,0.0
raw_ms_01970,images/raw_ms_01970.png,warm,mixed,8,0.975,medium,standard,abrasion,0.041,0.0,0.78
raw_ms_01971,images/raw_ms_01971.png,neutral,carbon,7,0.953,medium,low_contrast,stable_ink,0.019,0.0,0.0
raw_ms_01972,images/raw_ms_01972.png,neutral,iron_gall,4,1.084,hard,mixed_artifact,abrasion,0.0,0.078,0.502
raw_ms_01973,images/raw_ms_01973.png,warm,iron_gall,5,0.951,medium,standard,stable_ink,0.0,0.0,0.02
raw_ms_01974,images/raw_ms_01974.png,foxed,iron_gall,4,0.893,hard,low_contrast,feathering,0.559,0.082,0.082
raw_ms_01975,images/raw_ms_01975.png,neutral,iron_gall,4,1.121,hard,foxed_noise,stable_ink,0.0,0.0,0.061
raw_ms_01976,images/raw_ms_01976.png,foxed,iron_gall,6,0.923,medium,standard,bleed_through,0.038,0.646,0.0
raw_ms_01977,images/raw_ms_01977.png,foxed,sepia,4,1.013,medium,scanner_jitter,stable_ink,0.0,0.0,0.021
raw_ms_01978,images/raw_ms_01978.png,cool,mixed,7,0.98,hard,scanner_jitter,feathering,0.403,0.0,0.062
raw_ms_01979,images/raw_ms_01979.png,warm,iron_gall,6,1.107,medium,foxed_noise,stable_ink,0.0,0.018,0.0
raw_ms_01980,images/raw_ms_01980.png,cool,mixed,5,1.14,medium,standard,stable_ink,0.0,0.0,0.023
raw_ms_01981,images/raw_ms_01981.png,warm,carbon,8,0.99,medium,standard,abrasion,0.041,0.0,0.815
raw_ms_01982,images/raw_ms_01982.png,neutral,iron_gall,6,0.976,easy,low_contrast,salt_bloom,0.0,0.0,0.354
raw_ms_01983,images/raw_ms_01983.png,foxed,sepia,8,0.972,medium,scanner_jitter,bleed_through,0.0,0.573,0.02
raw_ms_01984,images/raw_ms_01984.png,foxed,carbon,4,1.137,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01985,images/raw_ms_01985.png,neutral,iron_gall,6,1.068,easy,standard,feathering,0.937,0.0,0.0
raw_ms_01986,images/raw_ms_01986.png,cool,iron_gall,4,0.973,hard,mixed_artifact,salt_bloom,0.069,0.0,0.135
raw_ms_01987,images/raw_ms_01987.png,neutral,iron_gall,7,0.931,hard,low_contrast,abrasion,0.071,0.0,0.523
raw_ms_01988,images/raw_ms_01988.png,neutral,sepia,8,1.12,medium,low_contrast,abrasion,0.0,0.0,0.695
raw_ms_01989,images/raw_ms_01989.png,foxed,iron_gall,9,1.046,medium,scanner_jitter,stable_ink,0.0,0.0,0.018
raw_ms_01990,images/raw_ms_01990.png,neutral,carbon,5,0.873,medium,mixed_artifact,bleed_through,0.031,0.553,0.0
raw_ms_01991,images/raw_ms_01991.png,warm,carbon,6,0.873,easy,standard,bleed_through,0.0,1.157,0.0
raw_ms_01992,images/raw_ms_01992.png,neutral,mixed,8,1.149,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01993,images/raw_ms_01993.png,foxed,mixed,5,1.085,easy,standard,bleed_through,0.0,0.914,0.0
raw_ms_01994,images/raw_ms_01994.png,neutral,carbon,7,1.137,medium,standard,bleed_through,0.042,0.71,0.0
raw_ms_01995,images/raw_ms_01995.png,neutral,iron_gall,6,1.111,medium,foxed_noise,bleed_through,0.029,0.532,0.0
raw_ms_01996,images/raw_ms_01996.png,cool,carbon,5,1.06,hard,low_contrast,abrasion,0.068,0.068,0.433
raw_ms_01997,images/raw_ms_01997.png,warm,iron_gall,7,0.94,medium,standard,bleed_through,0.022,0.578,0.0
raw_ms_01998,images/raw_ms_01998.png,warm,iron_gall,7,1.046,hard,foxed_noise,feathering,0.591,0.068,0.068
raw_ms_01999,images/raw_ms_01999.png,warm,sepia,7,0.912,hard,mixed_artifact,abrasion,0.056,0.056,0.426
raw_ms_02000,images/raw_ms_02000.png,warm,iron_gall,9,1.113,easy,low_contrast,feathering,1.075,0.0,0.0
raw_ms_02001,images/raw_ms_02001.png,neutral,carbon,4,1.112,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02002,images/raw_ms_02002.png,cool,sepia,5,0.874,medium,low_contrast,abrasion,0.039,0.0,0.644
raw_ms_02003,images/raw_ms_02003.png,cool,iron_gall,7,1.019,hard,low_contrast,stable_ink,0.0,0.07,0.07
raw_ms_02004,images/raw_ms_02004.png,warm,iron_gall,4,0.932,medium,foxed_noise,feathering,0.776,0.0,0.022
raw_ms_02005,images/raw_ms_02005.png,cool,sepia,7,0.908,hard,mixed_artifact,feathering,0.276,0.053,0.03
raw_ms_02006,images/raw_ms_02006.png,cool,sepia,5,1.145,medium,low_contrast,stable_ink,0.0,0.0,0.013
raw_ms_02007,images/raw_ms_02007.png,warm,iron_gall,6,0.948,hard,foxed_noise,salt_bloom,0.076,0.076,0.145
raw_ms_02008,images/raw_ms_02008.png,warm,carbon,5,1.055,medium,standard,bleed_through,0.0,0.812,0.018
raw_ms_02009,images/raw_ms_02009.png,warm,mixed,8,1.084,easy,standard,abrasion,0.0,0.0,0.852
raw_ms_02010,images/raw_ms_02010.png,warm,sepia,7,1.012,medium,standard,abrasion,0.0,0.041,0.501
raw_ms_02011,images/raw_ms_02011.png,foxed,sepia,9,1.001,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_02012,images/raw_ms_02012.png,neutral,carbon,5,1.055,medium,standard,stable_ink,0.0,0.02,0.0
raw_ms_02013,images/raw_ms_02013.png,warm,mixed,9,1.142,medium,standard,salt_bloom,0.0,0.019,0.183
raw_ms_02014,images/raw_ms_02014.png,warm,iron_gall,4,1.044,hard,standard,abrasion,0.069,0.0,0.389
raw_ms_02015,images/raw_ms_02015.png,neutral,carbon,4,1.046,hard,low_contrast,salt_bloom,0.063,0.0,0.181
raw_ms_02016,images/raw_ms_02016.png,warm,iron_gall,8,0.914,easy,standard,abrasion,0.0,0.0,0.94
raw_ms_02017,images/raw_ms_02017.png,warm,sepia,5,1.144,medium,low_contrast,abrasion,0.025,0.0,0.504
raw_ms_02018,images/raw_ms_02018.png,cool,iron_gall,9,1.001,medium,standard,bleed_through,0.0,0.616,0.012
raw_ms_02019,images/raw_ms_02019.png,warm,sepia,6,1.018,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02020,images/raw_ms_02020.png,cool,iron_gall,8,1.083,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02021,images/raw_ms_02021.png,foxed,sepia,6,1.082,hard,scanner_jitter,stable_ink,0.069,0.0,0.069
raw_ms_02022,images/raw_ms_02022.png,warm,iron_gall,5,1.037,medium,mixed_artifact,salt_bloom,0.0,0.023,0.217
raw_ms_02023,images/raw_ms_02023.png,warm,sepia,4,1.144,hard,standard,abrasion,0.083,0.083,0.334
raw_ms_02024,images/raw_ms_02024.png,neutral,mixed,7,0.952,easy,standard,feathering,1.096,0.0,0.0
raw_ms_02025,images/raw_ms_02025.png,neutral,carbon,5,1.04,easy,standard,salt_bloom,0.0,0.0,0.386
raw_ms_02026,images/raw_ms_02026.png,neutral,iron_gall,8,1.0,medium,standard,abrasion,0.0,0.036,0.78
raw_ms_02027,images/raw_ms_02027.png,warm,sepia,5,1.099,medium,standard,salt_bloom,0.0,0.0,0.189
raw_ms_02028,images/raw_ms_02028.png,foxed,iron_gall,7,0.954,medium,foxed_noise,feathering,0.607,0.0,0.026
raw_ms_02029,images/raw_ms_02029.png,neutral,iron_gall,5,1.094,hard,mixed_artifact,bleed_through,0.0,0.346,0.053
raw_ms_02030,images/raw_ms_02030.png,warm,iron_gall,9,0.862,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02031,images/raw_ms_02031.png,warm,carbon,8,0.888,medium,low_contrast,stable_ink,0.032,0.0,0.0
raw_ms_02032,images/raw_ms_02032.png,cool,iron_gall,7,1.093,hard,low_contrast,feathering,0.394,0.059,0.034
raw_ms_02033,images/raw_ms_02033.png,warm,mixed,6,0.942,medium,standard,salt_bloom,0.025,0.0,0.269
raw_ms_02034,images/raw_ms_02034.png,cool,iron_gall,4,1.147,hard,low_contrast,stable_ink,0.076,0.076,0.0
raw_ms_02035,images/raw_ms_02035.png,neutral,sepia,5,0.932,hard,scanner_jitter,feathering,0.391,0.053,0.03
raw_ms_02036,images/raw_ms_02036.png,cool,mixed,6,1.129,hard,low_contrast,bleed_through,0.089,0.265,0.089
raw_ms_02037,images/raw_ms_02037.png,warm,carbon,4,0.92,medium,standard,abrasion,0.019,0.0,0.851
raw_ms_02038,images/raw_ms_02038.png,foxed,mixed,7,1.083,easy,standard,feathering,0.853,0.0,0.0
raw_ms_02039,images/raw_ms_02039.png,warm,iron_gall,7,1.107,medium,standard,abrasion,0.0,0.02,0.64
raw_ms_02040,images/raw_ms_02040.png,cool,sepia,4,0.972,medium,standard,salt_bloom,0.0,0.023,0.19
raw_ms_02041,images/raw_ms_02041.png,cool,mixed,7,1.04,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02042,images/raw_ms_02042.png,neutral,iron_gall,6,1.133,medium,low_contrast,bleed_through,0.02,0.774,0.0
raw_ms_02043,images/raw_ms_02043.png,neutral,sepia,8,0.871,medium,standard,salt_bloom,0.042,0.0,0.271
raw_ms_02044,images/raw_ms_02044.png,neutral,sepia,7,0.963,medium,mixed_artifact,bleed_through,0.038,0.655,0.0
raw_ms_02045,images/raw_ms_02045.png,warm,mixed,7,1.053,hard,low_contrast,feathering,0.329,0.0,0.079
raw_ms_02046,images/raw_ms_02046.png,warm,sepia,7,0.89,easy,standard,bleed_through,0.0,1.068,0.0
raw_ms_02047,images/raw_ms_02047.png,warm,iron_gall,6,1.042,medium,low_contrast,stable_ink,0.0,0.0,0.021
raw_ms_02048,images/raw_ms_02048.png,warm,carbon,4,0.911,medium,low_contrast,salt_bloom,0.0,0.0,0.218
raw_ms_02049,images/raw_ms_02049.png,foxed,iron_gall,4,1.071,medium,scanner_jitter,stable_ink,0.0,0.0,0.029
raw_ms_02050,images/raw_ms_02050.png,neutral,iron_gall,7,1.011,hard,low_contrast,abrasion,0.0,0.067,0.264
raw_ms_02051,images/raw_ms_02051.png,warm,carbon,5,1.114,hard,low_contrast,stable_ink,0.073,0.0,0.073
raw_ms_02052,images/raw_ms_02052.png,neutral,mixed,5,1.11,medium,mixed_artifact,stable_ink,0.0,0.0,0.04
raw_ms_02053,images/raw_ms_02053.png,neutral,mixed,6,0.904,easy,standard,bleed_through,0.0,1.168,0.0
raw_ms_02054,images/raw_ms_02054.png,cool,sepia,5,1.111,medium,foxed_noise,salt_bloom,0.0,0.029,0.228
raw_ms_02055,images/raw_ms_02055.png,neutral,iron_gall,8,0.964,medium,standard,feathering,0.616,0.0,0.02
raw_ms_02056,images/raw_ms_02056.png,neutral,mixed,7,1.082,hard,foxed_noise,salt_bloom,0.063,0.0,0.189
raw_ms_02057,images/raw_ms_02057.png,cool,carbon,7,1.08,medium,mixed_artifact,salt_bloom,0.0,0.0,0.237
raw_ms_02058,images/raw_ms_02058.png,cool,iron_gall,4,0.901,hard,mixed_artifact,abrasion,0.0,0.057,0.587
raw_ms_02059,images/raw_ms_02059.png,cool,iron_gall,9,1.134,medium,standard,abrasion,0.0,0.0,0.663
raw_ms_02060,images/raw_ms_02060.png,foxed,mixed,5,0.943,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02061,images/raw_ms_02061.png,neutral,carbon,8,0.969,medium,standard,feathering,0.541,0.0,0.024
raw_ms_02062,images/raw_ms_02062.png,foxed,sepia,7,1.094,medium,scanner_jitter,stable_ink,0.0,0.0,0.013
raw_ms_02063,images/raw_ms_02063.png,neutral,mixed,7,1.092,hard,standard,feathering,0.416,0.0,0.073
raw_ms_02064,images/raw_ms_02064.png,foxed,carbon,4,0.913,medium,standard,stable_ink,0.024,0.0,0.0
raw_ms_02065,images/raw_ms_02065.png,foxed,iron_gall,4,1.145,easy,standard,bleed_through,0.0,1.165,0.0
raw_ms_02066,images/raw_ms_02066.png,neutral,mixed,5,0.936,easy,low_contrast,salt_bloom,0.0,0.0,0.315
raw_ms_02067,images/raw_ms_02067.png,neutral,sepia,4,0.952,hard,scanner_jitter,bleed_through,0.059,0.473,0.059
raw_ms_02068,images/raw_ms_02068.png,foxed,iron_gall,5,0.956,hard,mixed_artifact,stable_ink,0.0,0.0,0.05
raw_ms_02069,images/raw_ms_02069.png,warm,iron_gall,4,0.875,easy,standard,abrasion,0.0,0.0,0.898
raw_ms_02070,images/raw_ms_02070.png,warm,iron_gall,6,1.017,hard,foxed_noise,feathering,0.388,0.0,0.072
raw_ms_02071,images/raw_ms_02071.png,foxed,sepia,6,1.086,easy,standard,salt_bloom,0.0,0.0,0.384
raw_ms_02072,images/raw_ms_02072.png,cool,carbon,7,1.129,medium,foxed_noise,feathering,0.522,0.0,0.041
raw_ms_02073,images/raw_ms_02073.png,warm,sepia,5,1.066,medium,standard,bleed_through,0.0,0.603,0.028
raw_ms_02074,images/raw_ms_02074.png,neutral,sepia,7,0.882,hard,standard,abrasion,0.046,0.046,0.331
raw_ms_02075,images/raw_ms_02075.png,neutral,iron_gall,7,1.006,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_02076,images/raw_ms_02076.png,neutral,iron_gall,6,1.132,medium,standard,bleed_through,0.0,0.813,0.026
raw_ms_02077,images/raw_ms_02077.png,warm,sepia,6,0.882,medium,low_contrast,stable_ink,0.0,0.0,0.021
raw_ms_02078,images/raw_ms_02078.png,warm,mixed,7,0.993,easy,standard,feathering,1.062,0.0,0.0
raw_ms_02079,images/raw_ms_02079.png,cool,iron_gall,7,1.035,medium,low_contrast,salt_bloom,0.03,0.0,0.273
raw_ms_02080,images/raw_ms_02080.png,warm,sepia,6,1.033,medium,foxed_noise,abrasion,0.0,0.0,0.716
raw_ms_02081,images/raw_ms_02081.png,foxed,mixed,5,0.97,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02082,images/raw_ms_02082.png,foxed,carbon,5,1.008,easy,standard,salt_bloom,0.0,0.0,0.395
raw_ms_02083,images/raw_ms_02083.png,foxed,iron_gall,5,0.864,hard,standard,bleed_through,0.061,0.38,0.061
raw_ms_02084,images/raw_ms_02084.png,foxed,mixed,8,1.082,medium,foxed_noise,salt_bloom,0.0,0.0,0.305
raw_ms_02085,images/raw_ms_02085.png,neutral,sepia,4,0.968,hard,foxed_noise,feathering,0.25,0.0,0.051
raw_ms_02086,images/raw_ms_02086.png,warm,iron_gall,8,1.102,medium,standard,abrasion,0.0,0.0,0.796
raw_ms_02087,images/raw_ms_02087.png,warm,iron_gall,4,0.986,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02088,images/raw_ms_02088.png,neutral,mixed,7,1.026,hard,scanner_jitter,salt_bloom,0.047,0.047,0.15
raw_ms_02089,images/raw_ms_02089.png,neutral,carbon,6,0.91,medium,low_contrast,salt_bloom,0.0,0.037,0.26
raw_ms_02090,images/raw_ms_02090.png,foxed,iron_gall,5,1.085,medium,low_contrast,stable_ink,0.0,0.0,0.033
raw_ms_02091,images/raw_ms_02091.png,cool,iron_gall,5,1.135,easy,standard,feathering,0.989,0.0,0.0
raw_ms_02092,images/raw_ms_02092.png,warm,mixed,5,1.126,easy,standard,salt_bloom,0.0,0.0,0.307
raw_ms_02093,images/raw_ms_02093.png,warm,iron_gall,8,0.894,easy,standard,abrasion,0.0,0.0,0.949
raw_ms_02094,images/raw_ms_02094.png,cool,iron_gall,9,1.113,medium,foxed_noise,bleed_through,0.021,0.713,0.0
raw_ms_02095,images/raw_ms_02095.png,foxed,iron_gall,9,0.878,medium,mixed_artifact,stable_ink,0.036,0.0,0.0
raw_ms_02096,images/raw_ms_02096.png,warm,iron_gall,8,1.011,easy,standard,bleed_through,0.0,1.1,0.0
raw_ms_02097,images/raw_ms_02097.png,cool,carbon,7,1.012,hard,low_contrast,feathering,0.425,0.0,0.064
raw_ms_02098,images/raw_ms_02098.png,cool,iron_gall,5,1.032,hard,standard,feathering,0.47,0.0,0.053
raw_ms_02099,images/raw_ms_02099.png,warm,sepia,7,0.976,easy,low_contrast,salt_bloom,0.0,0.0,0.347
raw_ms_02100,images/raw_ms_02100.png,neutral,carbon,6,1.069,hard,foxed_noise,bleed_through,0.066,0.576,0.038
raw_ms_02101,images/raw_ms_02101.png,warm,mixed,4,0.982,hard,low_contrast,feathering,0.525,0.06,0.035
raw_ms_02102,images/raw_ms_02102.png,cool,iron_gall,7,1.124,medium,standard,stable_ink,0.0,0.0,0.024
raw_ms_02103,images/raw_ms_02103.png,neutral,iron_gall,6,1.076,medium,scanner_jitter,stable_ink,0.0,0.0,0.017
raw_ms_02104,images/raw_ms_02104.png,warm,carbon,4,1.069,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02105,images/raw_ms_02105.png,neutral,mixed,9,1.144,medium,standard,bleed_through,0.0,0.673,0.011
raw_ms_02106,images/raw_ms_02106.png,cool,iron_gall,4,1.04,hard,foxed_noise,bleed_through,0.081,0.382,0.081
raw_ms_02107,images/raw_ms_02107.png,cool,iron_gall,6,1.105,medium,scanner_jitter,abrasion,0.0,0.02,0.724
raw_ms_02108,images/raw_ms_02108.png,neutral,mixed,5,1.058,easy,standard,bleed_through,0.0,1.147,0.0
raw_ms_02109,images/raw_ms_02109.png,foxed,carbon,5,0.936,easy,standard,salt_bloom,0.0,0.0,0.41
raw_ms_02110,images/raw_ms_02110.png,warm,carbon,9,1.081,easy,standard,bleed_through,0.0,1.094,0.0
raw_ms_02111,images/raw_ms_02111.png,neutral,mixed,6,0.932,medium,mixed_artifact,stable_ink,0.0,0.0,0.013
raw_ms_02112,images/raw_ms_02112.png,neutral,sepia,7,1.059,medium,low_contrast,bleed_through,0.0,0.87,0.035
raw_ms_02113,images/raw_ms_02113.png,foxed,iron_gall,8,1.027,easy,standard,bleed_through,0.0,0.919,0.0
raw_ms_02114,images/raw_ms_02114.png,foxed,iron_gall,7,0.953,easy,standard,bleed_through,0.0,1.024,0.0
raw_ms_02115,images/raw_ms_02115.png,foxed,iron_gall,6,1.103,easy,standard,bleed_through,0.0,1.12,0.0
raw_ms_02116,images/raw_ms_02116.png,neutral,carbon,7,1.018,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02117,images/raw_ms_02117.png,cool,mixed,7,1.091,medium,standard,stable_ink,0.0,0.0,0.032
raw_ms_02118,images/raw_ms_02118.png,warm,sepia,7,0.905,hard,mixed_artifact,bleed_through,0.077,0.426,0.044
raw_ms_02119,images/raw_ms_02119.png,warm,sepia,8,0.868,medium,standard,bleed_through,0.0,0.773,0.016
raw_ms_02120,images/raw_ms_02120.png,warm,carbon,6,0.867,hard,low_contrast,salt_bloom,0.05,0.0,0.12
raw_ms_02121,images/raw_ms_02121.png,cool,iron_gall,5,1.134,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_02122,images/raw_ms_02122.png,neutral,iron_gall,6,0.936,medium,foxed_noise,abrasion,0.0,0.041,0.566
raw_ms_02123,images/raw_ms_02123.png,warm,mixed,6,1.059,medium,low_contrast,stable_ink,0.0,0.0,0.027
raw_ms_02124,images/raw_ms_02124.png,neutral,iron_gall,4,1.101,hard,standard,salt_bloom,0.085,0.085,0.172
raw_ms_02125,images/raw_ms_02125.png,cool,sepia,5,1.101,hard,mixed_artifact,abrasion,0.051,0.0,0.509
raw_ms_02126,images/raw_ms_02126.png,foxed,iron_gall,4,1.06,hard,low_contrast,abrasion,0.0,0.053,0.514
raw_ms_02127,images/raw_ms_02127.png,cool,carbon,4,0.919,easy,standard,abrasion,0.0,0.0,1.015
raw_ms_02128,images/raw_ms_02128.png,warm,mixed,8,0.995,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_02129,images/raw_ms_02129.png,cool,mixed,4,0.936,easy,standard,bleed_through,0.0,1.093,0.0
